report_id	vehicle_id	status	date_submit	model_year	date_built	model_version	model_package	city	state	country	postal_code	user_alias	date_acquired	unit_distance	odo_acquired_raw	odometer_raw	odometer_miles	range_mode_ideal_range_raw	range_mode_ideal_range_miles	standard_mode_ideal_range_raw	standard_mode_ideal_range_miles	cac	batt_swapped	batt_swap_count	sheet_swap_count	date_batt_swap	odo_batt_swap	pem_swapped	pem_swap_count	date_pem_swap	odo_pem_swap	motor_swapped	motor_swap_count	date_motor_swap	odo_motor_swap	voltage_charge	current_charge	range_charge_frequency	range_charge_frequency_text	standard_charge_frequency	standard_charge_frequency_text	use_type	use_type_text	drive_frequency	drive_frequency_text	lbw_frequency	lbw_frequency_text	batt_hot_frequency	batt_hot_frequency_text	pem_hot_frequency	pem_hot_frequency_text	motor_hot_frequency	motor_hot_frequency_text	tow_count	trip_distance	highway_pct	highway_speed	ownership	ownership_text	purchase	purchase_text	date_disposed	comments
372	172		08/22/2015 11:42	2010	09/10/2010	2.5	Roadster Sport	Hong Kong		China		kllychan	08/21/2015	mi	875	906	906			290	290	154.14	NO					NO				NO				220	32	11	About once per year	2	Daily	1	Daily driver, year-round	3	Most days of the week	8	Never	8	Never	8	Never	8	Never	0	20	80	60	1	Own	2	Used		
373	172		08/22/2015 11:45	2010	09/10/2010	2.5	Roadster Sport	Hong Kong		China		kllychan	08/21/2015	km	875	906	563.0826600372902424			180	111.8707271597265382	154.14	NO					NO				NO				220	32	11	About once per year	2	Daily	1	Daily driver, year-round	3	Most days of the week	8	Never	8	Never	8	Never	8	Never	0	20	80	60	1	Own	2	Used		
374	172		08/22/2015 11:47	2010	09/10/2010	2.5	Roadster Sport	Hong Kong		China		kllychan	08/21/2015	mi	875	906	906			180	180	154.14	NO					NO				NO				220	32	11	About once per year	2	Daily	1	Daily driver, year-round	3	Most days of the week	8	Never	8	Never	8	Never	8	Never	0	20	80	60	1	Own	2	Used		
375	4		09/03/2015 21:34	2010	03/16/2010	2.0	Roadster	Salt Spring Island	BC	Canada		Vger	05/13/2010	km		40212	24991.920447482909			295	183.3436917339962710	155.77	NO					NO				NO				240	40	10	A few times per year	3	Most days of the week	2	Daily driver, except in winter	4	A few times per week	12	Less than once per year	8	Never	8	Never	8	Never	3	25	30	100	1	Own	1	New		Still going strong; original everything! No range charge in the past six months, at least.
376	173		09/14/2015 18:59	2012	11/30/2011	2.5	Roadster Sport	St.Veit/Glan		Austria		Austrianer	08/08/2014	km	6200	18500	11497.8247358607830951	350	217.5264139216904910	290	180.2361715351149782	149.6	NO					NO				NO				230	16	11	About once per year	4	A few times per week	3	Occasional	4	A few times per week	11	About once per year	8	Never	8	Never	8	Never	0	50	80	100	1	Own	2	Used		
377	167		09/15/2015 09:05	2012	11/20/2011	2.5	Roadster	Bruges		Belgium		m0rph	11/25/2014	km	12890	65400	40646.364201367309			283	175.8856432566811684	148	NO					NO				NO				230	64	10	A few times per year	2	Daily	1	Daily driver, year-round	2	Daily	10	A few times per year	8	Never	10	A few times per year	10	A few times per year	1	200	80	125	1	Own	2	Used		
378	174		10/02/2015 04:08	2008	09/17/2009	1.5	Roadster	Neustadt/W.		Germany		DanielFriederich	09/30/2009	km	0	39324	24440.024860161591			280	174.0211311373523928	151	NO					NO				NO				230	16	10	A few times per year	3	Most days of the week	2	Daily driver, except in winter	3	Most days of the week	12	Less than once per year	6	A few times per month	12	Less than once per year	10	A few times per year	0	30	40	110	1	Own	1	New		Sign. Ed. ;) bought 1st hand used one month ago.
379	161		10/02/2015 05:45	2011	03/11/2011	2.5	Roadster	Schw&auml;bisch Hall		Germany		Franko30	09/01/2014	km	15500	30816	19152.268489745183			309	192.0447482908638906	157.92	NO					NO				NO				230	13	10	A few times per year	3	Most days of the week	1	Daily driver, year-round	3	Most days of the week	8	Never	8	Never	8	Never	8	Never	0	58	30	120	1	Own	2	Used		
380	21		10/04/2015 14:58	2008	10/20/2008	1.5	Roadster	Rockville	MD	United States	20851	Curt	03/06/2015	mi	22285	26875	26875	225	225	179	179	145.41	NO					NO				NO				240	40	10	A few times per year	4	A few times per week	1	Daily driver, year-round	2	Daily	12	Less than once per year	8	Never	8	Never	8	Never	0	21	30	55	1	Own	2	Used		
381	1		10/07/2015 14:06	2008	02/06/2009	1.5	Roadster	Sammamish	WA	United States	98075	tomsax	06/05/2009	mi	74	47143	47143	227	227	178	178	148.11	YES	1	11	11/15/2010	13905	NO				NO				238	32	9	Monthly	2	Daily	1	Daily driver, year-round	4	A few times per week	10	A few times per year	8	Never	8	Never	8	Never	0	30	65	65	1	Own	1	New		
382	17		10/13/2015 20:44	2008	03/09/2009	1.5	Roadster	Kingsport	TN	United States	37664	Dhrivnak	03/25/2011	mi	1100	33500	33500	220	220	171	171	139.5	NO					NO	1			NO				240	40	9	Monthly	2	Daily	1	Daily driver, year-round	4	A few times per week	10	A few times per year	8	Never	11	About once per year	8	Never	0	25	60	65	1	Own	2	Used		
383	54		10/15/2015 08:12	2010	09/07/2009	2.0	Roadster Sport	Satellite Beach	FL	United States	329373844	jordanthompson	05/01/2012	mi	7576	28689	28689			175	175	150.34	YES	1	100	01/01/2013	0	YES	2	07/01/2012	11000	NO				220	15	11	About once per year	2	Daily	1	Daily driver, year-round	3	Most days of the week	12	Less than once per year	8	Never	8	Never	8	Never	0	40	50	70	1	Own	2	Used		
384	2		10/26/2015 14:56	2010	09/23/2009	2.0	Roadster	Issaquah	WA	United States	98029	ChadS	10/02/2009	mi	0	51820	51820			185	185		YES	1	1	04/20/2014	43000	YES	1	06/10/2011	20000	NO				240	32	10	A few times per year	3	Most days of the week	1	Daily driver, year-round	4	A few times per week	11	About once per year	8	Never	8	Never	8	Never	0	8	50	65	1	Own	1	New		
385	175		10/27/2015 21:34	2010	11/09/2010	2.5	Roadster	Snoqualmie	WA	United States	98065	jasonhi	04/30/2012	mi	7300	43931	43931	230	230	178	178	149.91	NO					NO				NO				240	40	10	A few times per year	2	Daily	1	Daily driver, year-round	2	Daily	12	Less than once per year	8	Never	8	Never	8	Never	0	50	80	70	1	Own	2	Used		
386	166		11/11/2015 15:59	2008	02/12/2009	1.5	Roadster	Westminster	CO	United States	80021	tvuolo	12/15/2014	mi	11700	23359	23359			174	174	144.86	NO					NO				NO				240	40	10	A few times per year	3	Most days of the week	2	Daily driver, except in winter	4	A few times per week	11	About once per year	8	Never	8	Never	12	Less than once per year	0	68	80	65	1	Own	2	Used		
388	174		11/11/2015 17:15	2008	09/17/2009	1.5	Roadster	Neustadt/W.		Germany		DanielFriederich	09/30/2009	km	0	39850	24766.935985083903			282	175.2641392169049099	150.03	NO					NO				NO				230	16	10	A few times per year	3	Most days of the week	2	Daily driver, except in winter	3	Most days of the week	12	Less than once per year	6	A few times per month	12	Less than once per year	10	A few times per year	0	45	40	110	1	Own	1	New		
389	89		11/11/2015 17:41	2011	03/10/2011	2.5	Roadster	Gardnerville	NV	United States	89460	NvBob	05/13/2011	mi	125	38155	38155			169	169	143.9	NO					YES	1	11/27/2012	15661	YES	1	05/17/2012	10008	240	24	12	Less than once per year	2	Daily	2	Daily driver, except in winter	3	Most days of the week	8	Never	8	Never	12	Less than once per year	8	Never	0	5	75	65	1	Own	1	New		
390	17		11/11/2015 20:22	2008	03/09/2009	1.5	Roadster	Kingsport	TN	United States	37664	Dhrivnak	03/25/2011	mi	1100	34500	34500	221	221	172	172	141	NO					NO	1			NO				240	40	9	Monthly	2	Daily	1	Daily driver, year-round	4	A few times per week	10	A few times per year	8	Never	11	About once per year	8	Never	0	25	60	65	1	Own	2	Used		
391	164		11/13/2015 17:55	2008	10/09/2008	1.5	Roadster	Long Beach	CA	United States	90803	AEdennis	09/01/2013	mi	2220	19000	19000	235	235	177	177	147.85	NO					YES	2	09/25/2015	18455	NO				240	40	10	A few times per year	4	A few times per week	3	Occasional	4	A few times per week	12	Less than once per year	8	Never	8	Never	8	Never	0	60	95	65	1	Own	2	Used		
392	176		11/15/2015 08:35	2010	11/01/2009	2.0	Roadster Sport	Berkel en Rodenrijs		Netherlands		Marius	08/31/2011	km	6000	236000	146674.953387197017	339	210.6898694841516470	256	159.1050341827221877	134.76	YES	1	11	04/21/2012	37000	NO				NO				230	24	9	Monthly	2	Daily	1	Daily driver, year-round	2	Daily	6	A few times per month	12	Less than once per year	12	Less than once per year	10	A few times per year	0	200	90	100	1	Own	2	Used		Battery replacement was a refurbished pack.
394	121		11/16/2015 12:00	2010	11/25/2010	2.5	Roadster	Reno	NV	United States	89511	dsm363	12/27/2010	mi	80	17871	17871			178	178	146.31	NO					NO				NO				120	15	11	About once per year	6	A few times per month	3	Occasional	6	A few times per month	8	Never	8	Never	8	Never	8	Never	0	40	50	65	1	Own	1	New		
395	167		12/06/2015 02:57	2012	11/20/2011	2.5	Roadster	Bruges		Belgium		m0rph	11/25/2014	km	12890	80200	49844.623990055935			283	175.8856432566811684	148.4	NO					NO				NO				230	64	10	A few times per year	2	Daily	1	Daily driver, year-round	2	Daily	10	A few times per year	8	Never	10	A few times per year	10	A few times per year	1	200	80	125	1	Own	2	Used		
396	1		12/06/2015 12:37	2008	02/06/2009	1.5	Roadster	Sammamish	WA	United States	98075	tomsax	06/05/2009	mi	74	47343	47343			177	177	148.02	YES	1	11	11/15/2010	13905	NO				NO				238	32	9	Monthly	2	Daily	1	Daily driver, year-round	4	A few times per week	10	A few times per year	8	Never	8	Never	8	Never	0	30	65	65	1	Own	1	New		
399	12		12/08/2015 13:34	2008	04/01/2009	1.5	Roadster	Santa Cruz	CA	United States	95060	wiztecy	04/15/2012	mi	3800	53000	53000			181	181	152.23	YES	1	0	04/15/2013	23000	NO				NO				238	30	12	Less than once per year	3	Most days of the week	1	Daily driver, year-round	3	Most days of the week	8	Never	8	Never	8	Never	8	Never	0	75	70	75	1	Own	2	Used		
400	12		12/08/2015 13:44	2008	04/01/2009	1.5	Roadster	Santa Cruz	CA	United States	95060	wiztecy	04/15/2012	mi	3800	53000	53000			181	181	152.23	YES	1	0	04/15/2013	18000	NO				NO				238	30	12	Less than once per year	3	Most days of the week	1	Daily driver, year-round	3	Most days of the week	8	Never	8	Never	8	Never	8	Never	0	75	70	75	1	Own	2	Used		
401	157		12/08/2015 14:06	2011	08/18/2010	2.5	Roadster Sport	Poole		United Kingdom		Mark77a	05/07/2014	mi	9600	22500	22500	225	225	177	177	150.86	NO					NO				NO				240	24	10	A few times per year	6	A few times per month	2	Daily driver, except in winter	4	A few times per week	10	A few times per year	8	Never	8	Never	8	Never	0	180	70	65	1	Own	2	Used		One of the most reliable cars I've ever owned (tap on wood :-) )
402	178		12/08/2015 14:20	2010	05/27/2009	2.0	Roadster	Dowagiac	MI	United States	49047	samcarney	08/26/2009	mi	50	41500	41500	230	230	172	172	142.15	NO					NO				NO				240	32	10	A few times per year	5	Weekly	2	Daily driver, except in winter	4	A few times per week	8	Never	8	Never	8	Never	8	Never	0	100	40	65	1	Own	1	New		
403	19		12/08/2015 14:32	2010	10/07/2010	2.5	Roadster	San Mateo	CA	United States	94403	strider	11/02/2010	mi		51369	51369			168	168	142.53	NO					NO				NO				240	24	11	About once per year	4	A few times per week	1	Daily driver, year-round	2	Daily	9	Monthly	8	Never	12	Less than once per year	8	Never	0	50	90	50	1	Own	1	New		
404	7		12/08/2015 19:03	2011	04/06/2011	2.5	Roadster	Hong Kong		China		markwj	05/05/2011	km	50	47771	29689.869484151647			285	177.1286513362336855	147.82	YES	2	0	01/11/2012	10000	YES	1	01/11/2012	10000	NO				220	70	12	Less than once per year	4	A few times per week	1	Daily driver, year-round	2	Daily	8	Never	8	Never	11	About once per year	11	About once per year	0	40	50	80	1	Own	1	New		
405	112		12/09/2015 01:48	2008	10/06/2008	1.5	Roadster	Sunnyvale	CA	United States	94087	slcasner	10/31/2008	mi	25	41302	41302	213	213	167	167	143.03	NO					NO				NO				238	32	10	A few times per year	4	A few times per week	1	Daily driver, year-round	4	A few times per week	8	Never	8	Never	8	Never	8	Never	0	20	50	65	1	Own	1	New		
406	46		12/09/2015 10:42	2010	06/29/2009	2.0	Roadster	San Diego	CA	United States	92117	ggr	07/20/2009	mi		35545	35545	228	228	178	178		YES	1	11	09/29/2014	32206	NO	1	01/30/2010	3000	NO				240	32	10	A few times per year	4	A few times per week	1	Daily driver, year-round	4	A few times per week	10	A few times per year	12	Less than once per year	8	Never	11	About once per year	1	5	20	80	1	Own	1	New		
407	179		12/09/2015 11:30	2008	10/29/2008	1.5	Roadster	Bremen		Germany		marco2228	09/23/2013	mi	9000	19000	19000					144.85	NO					NO				NO				230	32	10	A few times per year	4	A few times per week	2	Daily driver, except in winter	3	Most days of the week	9	Monthly	8	Never	8	Never	8	Never	0	40	10	70	1	Own	2	Used		
408	180		12/09/2015 17:18	2010	10/14/2010	2.0	Roadster	san jose	CA	United States	95120	mookhead	08/15/2014	mi	6000	17000	17000			181	181	149.9	NO					NO				NO				240	16	11	About once per year	2	Daily	1	Daily driver, year-round	2	Daily	8	Never	8	Never	8	Never	8	Never	0	40	40	60	1	Own	2	Used		
409	152		12/10/2015 09:19	2010	10/26/2010	2.5	Roadster	Janesville	WI	United States	53546	thefortunes	08/31/2013	mi	12499	58998	58998			180	180	147.14	NO					NO				NO				120	15	12	Less than once per year	2	Daily	1	Daily driver, year-round	2	Daily	8	Never	8	Never	8	Never	12	Less than once per year	0	55	90	70	1	Own	2	Used		Thanks for doing this!
410	74		12/10/2015 13:46	2011	02/22/2011	2.5	Roadster	Reston	VA	United States	20191	JohnGarziglia	06/28/2011	mi	75	61369	61369			155	155	135.05	NO					NO				NO				240	50	10	A few times per year	2	Daily	1	Daily driver, year-round	2	Daily	10	A few times per year	8	Never	12	Less than once per year	8	Never	0	47	60	68	1	Own	1	New		
411	108		12/10/2015 18:20	2010	05/12/2010	2.0	Roadster Sport	Long Beach	CA	United States	90807	Tesla 940	06/11/2010	mi	10	22000	22000	226	226	174	174		NO					NO				NO				240	40	9	Monthly	5	Weekly	3	Occasional	5	Weekly	10	A few times per year	8	Never	8	Never	11	About once per year	0	100	90	65	1	Own	1	New		
412	10		12/13/2015 19:58	2010	05/12/2010	2.0	Roadster	Toronto	ON	Canada			07/29/2011	km	500	38332	23823.492852703543	380	236.1715351149782474	300	186.4512119328775637	155.35	NO					NO				NO				240	40	10	A few times per year	6	A few times per month	2	Daily driver, except in winter	3	Most days of the week	12	Less than once per year	8	Never	8	Never	12	Less than once per year	0	10	33	120	1	Own	2	Used		
413	167		12/17/2015 03:12	2012	11/20/2011	2.5	Roadster	Bruges		Belgium		m0rph	11/25/2014	km	12890	82150	51056.556867619640			288	178.9931634555624612	149.86	NO					NO				NO				230	64	10	A few times per year	2	Daily	1	Daily driver, year-round	2	Daily	10	A few times per year	8	Never	10	A few times per year	10	A few times per year	1	200	80	125	1	Own	2	Used		
414	107		12/18/2015 02:07	2011	12/05/2011	2.5	Roadster	Holte		Denmark		Quasimodo	03/19/2012	km	200	100080	62200.124300807955	362	224.9844623990055935			143.92	NO					NO				NO				240	32	9	Monthly	2	Daily	1	Daily driver, year-round	2	Daily	10	A few times per year	8	Never	8	Never	8	Never	0	100	80	110	1	Own	1	New		
415	33		12/19/2015 18:34	2011	12/13/2010	2.5	Roadster	Santa Barbara	CA	United States	93109	Timothy	05/01/2011	mi	100	27087	27087	221	221	168	168	143.48	NO					NO				NO				240	40	10	A few times per year	3	Most days of the week	1	Daily driver, year-round	2	Daily	11	About once per year	8	Never	8	Never	8	Never	0	10	30	65	1	Own	1	New		I bought my first sports car in 1964--and this one is my favorite! I have had no significant issues with the car mechanically, electrically, or charging.
416	181		12/23/2015 09:43	2008	01/01/2009	1.5	Roadster	Phoenix	AZ	United States	85044	ElectricLove	12/20/2015	mi		14750	14750	225	225	175	175	149.75	NO					NO				NO				240	40	10	A few times per year	2	Daily	1	Daily driver, year-round	2	Daily	12	Less than once per year	10	A few times per year	10	A few times per year	8	Never	0	60	85	75	1	Own	2	Used		
417	167		12/27/2015 06:53	2012	11/20/2011	2.5	Roadster	Bruges		Belgium		m0rph	11/25/2014	km	12890	83900	52144.188937228092	382	237.4145431945307644	288	178.9931634555624612	149.41	NO					NO				NO				230	64	10	A few times per year	2	Daily	1	Daily driver, year-round	2	Daily	10	A few times per year	8	Never	10	A few times per year	10	A few times per year	1	200	80	125	1	Own	2	Used		Fresh numbers with Range mode charge data
418	182		01/05/2016 17:42	2008	04/07/2009	1.5	Roadster	Seattle	WA	United States	98109	bruceoberg	05/25/2009	mi	8	36576	36576	219	219	175	175	140.06	YES	1	3	10/30/2012	16517	NO				NO				200	30	10	A few times per year	3	Most days of the week	1	Daily driver, year-round	3	Most days of the week	8	Never	8	Never	8	Never	8	Never	0	40	75	65	1	Own	1	New		
419	183		01/07/2016 01:10	2010	04/08/2010	2.0	Roadster	Sechelt	BC	Canada		JRH922	05/13/2010	km	0	52252	32474.829086389062	280	174.0211311373523928	238	147.9179614667495339	120.89	NO					NO				NO				110	30	9	Monthly	2	Daily	1	Daily driver, year-round	3	Most days of the week	11	About once per year	8	Never	8	Never	8	Never	0	50	25	100	1	Own	1	New		
420	167		01/14/2016 05:38	2012	11/20/2011	2.5	Roadster	Bruges		Belgium		m0rph	11/25/2014	km	12890	85600	53200.745804847732			288	178.9931634555624612	149.68	NO					NO				NO				230	64	10	A few times per year	2	Daily	1	Daily driver, year-round	2	Daily	10	A few times per year	8	Never	10	A few times per year	10	A few times per year	1	200	80	125	1	Own	2	Used		
421	77		01/18/2016 16:44	2010	07/13/2009	2.0	Roadster Sport	San Diego	CA	United States	92130	rgjones	04/01/2010	mi	600	59617	59617					134.38	NO					NO				NO				240	30	2	Daily	8	Never	1	Daily driver, year-round	3	Most days of the week	11	About once per year	11	About once per year	11	About once per year	11	About once per year	0	25	70	65	1	Own	2	Used		I dont use the standard charge programs, rather range charge to 85% mostly using the Tesla Tattler
422	167		01/28/2016 07:47	2012	11/20/2011	2.5	Roadster	Bruges		Belgium		m0rph	11/25/2014	km	12890	88124	54769.422001243008			286	177.7501553760099441	149.96	NO					NO				NO				230	64	10	A few times per year	2	Daily	1	Daily driver, year-round	2	Daily	10	A few times per year	8	Never	10	A few times per year	10	A few times per year	1	200	80	125	1	Own	2	Used		
423	165		02/11/2016 18:19	2010	10/01/2010	2.5	Roadster	Fairfax	VA	United States	22031	sethr	05/02/2013	mi	1146	15271	15271			185	185	156.11	NO					YES	1	05/03/2014	3461	NO				240	40	8	Never	2	Daily	1	Daily driver, year-round	3	Most days of the week	8	Never	8	Never	8	Never	8	Never	0	45	15	60	1	Own	2	Used		CAC varied this year between a low of 155.12 (3/20/15) and a high of 156.20 (1/18/16). I question how accurate these readings are since I still have never done a range charge or gone below 50% S.O.C. But I am pretty certain there has been minimal if any degradation to the battery over the last year, even though I have driven more this year than previous years.
424	184		02/16/2016 10:46	2010	10/26/2010	2.5	Roadster	KEMBS		France		rolf68	01/09/2016	km	141193	143290	89055.313859540087	310	192.6662523306401492	256	159.1050341827221877		NO					NO				NO				220	13	5	Weekly	4	A few times per week	1	Daily driver, year-round	2	Daily	12	Less than once per year	8	Never	8	Never	8	Never	0	70	70	110	1	Own	2	Used		
425	48		02/25/2016 16:02	2011	10/04/2011	2.5	Roadster	Meilen		Switzerland		silverarrow	12/23/2011	km		50000	31075.201988812927			309	192.0447482908638906	154.3	YES	0	0	02/22/2016	50851	YES	1	02/21/2016	50851	NO				220	10	11	About once per year	2	Daily	1	Daily driver, year-round	2	Daily	8	Never	8	Never	8	Never	8	Never	0	31	30	110	1	Own	1	New		18.01.2016 My vehicle shut down while driving.  PEM, main battery and 12V battery fault.    PEM swapped  12V battery replaced  Main (55 kWh) battery must be shipped to the States for revision. Currently: loaned battery from TM. The CAC is 157.6
426	185		03/05/2016 09:42	2012	12/16/2011	2.5	Roadster Sport	Adegem		Belgium		Bartj	11/01/2014	km	15000	43000	26724.673710379117	285	177.1286513362336855	298	185.2082038533250466	154.03	NO					NO				NO				240	13	9	Monthly	2	Daily	1	Daily driver, year-round	2	Daily	8	Never	8	Never	8	Never	8	Never	0	80	70	120	1	Own	2	Used		
427	185		03/05/2016 09:49	2012	12/16/2011	2.5	Roadster Sport	Adegem		Belgium		Bartj	11/01/2014	km	15000	43000	26724.673710379117	375	233.0640149160969546	298	185.2082038533250466	154.03	NO					NO				NO				240	13	9	Monthly	2	Daily	1	Daily driver, year-round	2	Daily	8	Never	8	Never	8	Never	8	Never	0	80	70	120	1	Own	2	Used		
428	17		03/10/2016 21:01	2008	03/09/2009	1.5	Roadster	Kingsport	TN	United States	37664	Dhrivnak	03/25/2011	mi	1100	36500	36500	215	215	174	174	139.4	NO					NO	1			NO				240	40	9	Monthly	2	Daily	1	Daily driver, year-round	4	A few times per week	10	A few times per year	8	Never	11	About once per year	8	Never	0	25	60	65	1	Own	2	Used		
429	186		03/16/2016 17:45	2010	07/28/2010	2.5	Roadster	Cupertino	CA	United States	95014		09/16/2010	mi	150	25595	25595			180	180		NO					NO				NO				220	40	8	Never	5	Weekly	6	Other (explain in comments)	3	Most days of the week	11	About once per year	8	Never	8	Never	8	Never	0	20	50	40	1	Own	1	New		Use: Daily Driver (commute) if the roads are dry.
430	147		03/29/2016 18:25	2010	07/08/2010	2.5	Roadster Sport	Berkeley	CA	United States	94708	augkuo	12/12/2013	mi	31465	60087	60087			165	165	139.6	NO					NO				NO				240	30	6	A few times per month	2	Daily	1	Daily driver, year-round	3	Most days of the week	10	A few times per year	8	Never	8	Never	8	Never	0	90	90	70	1	Own	2	Used		
431	187		04/20/2016 02:42	2010	09/17/2009	2.0	Roadster	Neustadt/W.		Germany		DanielFriederich	09/30/2009	km	0	44000	27346.177750155376			320	198.8812927284027346	149.56	NO					NO				NO				240	16	10	A few times per year	2	Daily	2	Daily driver, except in winter	4	A few times per week	11	About once per year	12	Less than once per year	12	Less than once per year	5	Weekly	0	45	40	130	1	Own	2	Used		
432	164		04/25/2016 12:46	2008	10/09/2008	1.5	Roadster	Long Beach	CA	United States	90803	AEdennis	09/01/2013	mi	2220	19833	19833	224	224	173	173	146.05	NO					YES	2	09/25/2015	18455	NO				240	40	10	A few times per year	4	A few times per week	3	Occasional	4	A few times per week	12	Less than once per year	8	Never	8	Never	8	Never	0	60	95	65	1	Own	2	Used		
433	164		04/25/2016 12:51	2008	10/09/2008	1.5	Roadster	Long Beach	CA	United States	90803	AEdennis	09/01/2013	mi	2220	19833	19833	223	223	173	173	146.05	NO					YES	2	09/25/2015	18455	NO				240	40	10	A few times per year	4	A few times per week	3	Occasional	4	A few times per week	12	Less than once per year	8	Never	8	Never	8	Never	0	60	95	65	1	Own	2	Used		
434	46		04/29/2016 01:22	2010	06/29/2009	2.0	Roadster	San Diego	CA	United States	92117	ggr	07/20/2009	mi		38000	38000	343	343	235	235	213.88	YES	1	11	04/13/2016	38000	NO	1	01/30/2010	3000	NO				240	30	10	A few times per year	4	A few times per week	1	Daily driver, year-round	3	Most days of the week	10	A few times per year	12	Less than once per year	8	Never	11	About once per year	1	5	20	80	1	Own	1	New		
435	188		04/29/2016 14:11	2008	01/01/2009	1.5	Roadster	Newport	OR	United States	97365	#57	02/19/2009	mi	58	41402	41402	231	231	184	184		YES	1	11	09/22/2011	18000	NO				NO				120	12	6	A few times per month	3	Most days of the week	3	Occasional	4	A few times per week	12	Less than once per year	12	Less than once per year	12	Less than once per year	12	Less than once per year	0	140	60	65	1	Own	1	New		
436	144		04/30/2016 19:49	2011	01/01/2011	2.5	Roadster	Englewood	OH	United States		IBCS	09/01/2013	mi	20521	37164	37164			163	163	141.43	NO					NO				NO				240	56	9	Monthly	4	A few times per week	1	Daily driver, year-round	4	A few times per week	10	A few times per year	8	Never	8	Never	8	Never	0	30	50	70	1	Own	2	Used		
437	176		05/01/2016 05:54	2010	11/01/2009	2.0	Roadster Sport	Berkel en Rodenrijs		Netherlands		Marius	08/31/2011	km	6000	264300	164263.517712865134	334	207.5823492852703543	254	157.8620261031696706	134.56	YES	1	11	04/21/2012	37000	NO				NO				230	24	9	Monthly	2	Daily	1	Daily driver, year-round	2	Daily	6	A few times per month	12	Less than once per year	12	Less than once per year	10	A few times per year	0	200	90	100	1	Own	2	Used		
438	13		05/03/2016 01:38	2011	02/16/2011	2.5	Roadster	Seattle	WA	United States	98101	S2000 Roadster	05/27/2011	mi		47110	47110	227	227	174	174	145.82	NO					NO				NO				208	30	9	Monthly	2	Daily	1	Daily driver, year-round	2	Daily	12	Less than once per year	8	Never	12	Less than once per year	8	Never	1	44	95	60	1	Own	1	New		I changed my domain name since the first survey.
439	157		05/10/2016 13:53	2011	08/18/2010	2.5	Roadster Sport	Poole		United Kingdom		Mark77a	05/07/2014	mi	9600	24500	24500	225	225	181	181	151.24	NO					NO				NO				240	16	10	A few times per year	4	A few times per week	2	Daily driver, except in winter	4	A few times per week	11	About once per year	8	Never	8	Never	8	Never	0	180	70	68	1	Own	2	Used		
440	39		05/15/2016 17:39	2008	03/11/2009	1.5	Roadster	Yorba Linda	CA	United States	92886	Gary1M	07/02/2011	mi	4500	43607	43607	225	225	173	173	145.41	NO					NO				NO				240	40	10	A few times per year	2	Daily	1	Daily driver, year-round	3	Most days of the week	8	Never	8	Never	8	Never	8	Never	0	40	25	65	1	Own	2	Used		
441	184		05/19/2016 03:38	2010	10/26/2010	2.5	Roadster	KEMBS		France		rolf68	01/09/2016	km	141193	149617	92987.569919204475	315	195.7737725295214419	258	160.3480422622747048	130.37	NO					NO				NO				220	13	5	Weekly	4	A few times per week	1	Daily driver, year-round	2	Daily	12	Less than once per year	8	Never	8	Never	8	Never	0	70	70	120	1	Own	2	Used		
442	112		05/29/2016 18:26	2008	10/06/2008	1.5	Roadster	Sunnyvale	CA	United States	94087	slcasner	10/31/2008	mi	25	41994	41994			164	164	138.78	NO					NO				NO				238	32	10	A few times per year	6	A few times per month	3	Occasional	4	A few times per week	8	Never	8	Never	8	Never	8	Never	0	20	50	65	1	Own	1	New		
443	189		06/01/2016 16:08	2010	05/05/2010	2.0	Roadster Sport	Los Gatos	CA	United States	95033	Adrian Cockcroft	08/01/2013	mi	11000	31734	31734	340	340	233	233	214.68	YES	1	11	05/12/2016	31370	NO				NO				220	70	6	A few times per month	4	A few times per week	3	Occasional	5	Weekly	10	A few times per year	11	About once per year	11	About once per year	11	About once per year	0	130	50	75	1	Own	2	Used		
444	77		07/01/2016 20:28	2010	07/13/2009	2.0	Roadster Sport	San Diego	CA	United States	92130	rgjones	04/01/2010	mi	600	63128	63128					136.02	NO					NO				NO				240	24	2	Daily	8	Never	1	Daily driver, year-round	3	Most days of the week	11	About once per year	11	About once per year	11	About once per year	11	About once per year	0	25	70	65	1	Own	2	Used		Note, use the Tattler to cool battery to 25C and to charge to range mode to 55% at home or 85% away.  Im a cool battery freak.
445	161		07/03/2016 08:09	2011	03/11/2011	2.5	Roadster	Schw&auml;bisch Hall		Germany		Franko30	09/01/2014	km	15500	39500	24549.409571162213	346	215.0403977625854568	309	192.0447482908638906	156.1	NO					NO				NO				230	13	10	A few times per year	3	Most days of the week	1	Daily driver, year-round	3	Most days of the week	8	Never	8	Never	8	Never	8	Never	0	58	30	130	1	Own	2	Used		I just entered the data, the Roadster is owned my wife. :-) - When not in use, the Roadster is in a private single garage built into a hill and the garage never gets colder than 10&deg; C in winter and never warmer than 21&deg; C in summer.
